date,title_neg,title_neu,title_pos,title_compound,content_neg,content_neu,content_pos,content_compound,comments_neg,comments_neu,comments_pos,comments_compound
2016-05-18,0.010907657657657659,0.5918513513513513,0.39724099099099097,0.36565,0.07356756756756756,0.8724572072072072,0.05404054054054054,-0.33341914414414414,0.0,0.0,0.0,0.0
2016-05-19,0.011283783783783785,0.5924324324324324,0.39628378378378376,0.3644,0.07362162162162161,0.872472972972973,0.053972972972972974,-0.33470945945945946,0.0,0.0,0.0,0.0
2016-05-20,0.01165990990990991,0.5930135135135135,0.39532657657657655,0.36315,0.07367567567567566,0.8724887387387388,0.05390540540540541,-0.3359997747747748,0.0,0.0,0.0,0.0
2016-05-21,0.012036036036036037,0.5935945945945945,0.39436936936936934,0.3619,0.07372972972972973,0.8725045045045045,0.05383783783783784,-0.3372900900900901,0.0,0.0,0.0,0.0
2016-05-22,0.012412162162162163,0.5941756756756756,0.3934121621621621,0.36064999999999997,0.07378378378378378,0.8725202702702702,0.05377027027027027,-0.3385804054054054,0.0,0.0,0.0,0.0
2016-05-23,0.01278828828828829,0.5947567567567568,0.39245495495495497,0.3594,0.07383783783783783,0.872536036036036,0.053702702702702707,-0.3398707207207207,0.0,0.0,0.0,0.0
2016-05-24,0.013164414414414415,0.5953378378378378,0.39149774774774776,0.35814999999999997,0.07389189189189188,0.8725518018018018,0.05363513513513514,-0.34116103603603604,0.0,0.0,0.0,0.0
2016-05-25,0.013540540540540541,0.5959189189189189,0.39054054054054055,0.3569,0.07394594594594595,0.8725675675675676,0.053567567567567566,-0.34245135135135135,0.0,0.0,0.0,0.0
2016-05-26,0.013916666666666667,0.5964999999999999,0.38958333333333334,0.35564999999999997,0.074,0.8725833333333334,0.0535,-0.34374166666666667,0.0,0.0,0.0,0.0
2016-05-27,0.014292792792792794,0.597081081081081,0.3886261261261261,0.3544,0.07405405405405405,0.872599099099099,0.05343243243243243,-0.345031981981982,0.0,0.0,0.0,0.0
2016-05-28,0.01466891891891892,0.5976621621621622,0.3876689189189189,0.35314999999999996,0.0741081081081081,0.8726148648648648,0.053364864864864865,-0.3463222972972973,0.0,0.0,0.0,0.0
2016-05-29,0.015045045045045046,0.5982432432432432,0.3867117117117117,0.3519,0.07416216216216216,0.8726306306306306,0.0532972972972973,-0.3476126126126126,0.0,0.0,0.0,0.0
2016-05-30,0.015421171171171172,0.5988243243243243,0.3857545045045045,0.35064999999999996,0.07421621621621621,0.8726463963963964,0.05322972972972973,-0.34890292792792793,0.0,0.0,0.0,0.0
2016-05-31,0.0157972972972973,0.5994054054054053,0.3847972972972973,0.3494,0.07427027027027026,0.8726621621621622,0.053162162162162165,-0.35019324324324325,0.0,0.0,0.0,0.0
2016-06-01,0.016173423423423424,0.5999864864864864,0.38384009009009007,0.34814999999999996,0.07432432432432431,0.872677927927928,0.0530945945945946,-0.35148355855855856,0.0,0.0,0.0,0.0
2016-06-02,0.016549549549549552,0.6005675675675676,0.38288288288288286,0.3469,0.07437837837837838,0.8726936936936937,0.05302702702702703,-0.3527738738738739,0.0,0.0,0.0,0.0
